title,concept,"e.sline + 1","e.eline +1"
CashRegisterTester,SimpleAssignmentExpression,28,28
CashRegisterTester,SimpleAssignmentExpression,29,29
CashRegisterTester,FormalMethodParameter,32,32
CashRegisterTester,MethodDefinition,32,32
CashRegisterTester,PublicMethodSpecifier,32,32
CashRegisterTester,VoidDataType,32,32
CashRegisterTester,DoubleDataType,32,32
CashRegisterTester,SimpleAssignmentExpression,34,34
CashRegisterTester,AddExpression,34,34
CashRegisterTester,FormalMethodParameter,37,37
CashRegisterTester,MethodDefinition,37,37
CashRegisterTester,PublicMethodSpecifier,37,37
CashRegisterTester,VoidDataType,37,37
CashRegisterTester,DoubleDataType,37,37
CashRegisterTester,SimpleAssignmentExpression,39,39
CashRegisterTester,AddExpression,39,39
CashRegisterTester,FormalMethodParameter,42,42
CashRegisterTester,MethodDefinition,42,42
CashRegisterTester,PublicMethodSpecifier,42,42
CashRegisterTester,VoidDataType,42,42
CashRegisterTester,DoubleDataType,42,42
CashRegisterTester,SimpleAssignmentExpression,44,44
CashRegisterTester,AddExpression,44,44
CashRegisterTester,MethodDefinition,47,47
CashRegisterTester,PublicMethodSpecifier,47,47
CashRegisterTester,DoubleDataType,47,47
CashRegisterTester,ReturnStatement,49,49
CashRegisterTester,MultiplyExpression,49,49
CashRegisterTester,DivideExpression,49,49
CashRegisterTester,MethodDefinition,52,52
CashRegisterTester,PublicMethodSpecifier,52,52
CashRegisterTester,DoubleDataType,52,52
CashRegisterTester,DoubleDataType,54,54
CashRegisterTester,SimpleAssignmentExpression,54,54
CashRegisterTester,SubtractExpression,54,54
CashRegisterTester,SimpleAssignmentExpression,55,55
CashRegisterTester,SimpleAssignmentExpression,56,56
CashRegisterTester,ReturnStatement,57,57
thisReference,ClassDefinition,1,1
thisReference,PublicClassSpecifier,1,1
thisReference,PrivateFieldSpecifier,3,3
thisReference,InstanceField,3,3
thisReference,IntDataType,3,3
thisReference,SimpleVariable,3,3
thisReference,FormalMethodParameter,5,5
thisReference,ConstructorDefinition,5,5
thisReference,PublicConstructorSpecifier,5,5
thisReference,IntDataType,5,5
thisReference,InstanceFieldInvocation,7,7
thisReference,ThisReference,7,7
thisReference,SimpleAssignmentExpression,7,7
thisReference,ConstructorDefinition,10,10
thisReference,PublicConstructorSpecifier,10,10
thisReference,MethodDefinition,15,15
thisReference,PublicMethodSpecifier,15,15
thisReference,VoidDataType,15,15
thisReference,InstanceFieldInvocation,17,17
thisReference,ThisReference,17,17
thisReference,SimpleAssignmentExpression,17,17
thisReference,AddExpression,17,17
thisReference,MethodDefinition,20,20
thisReference,PublicMethodSpecifier,20,20
thisReference,IntDataType,20,20
thisReference,ReturnStatement,22,22
thisReference,SubtractExpression,22,22
thisReference,MethodDefinition,25,25
thisReference,PublicMethodSpecifier,25,25
thisReference,IntDataType,25,25
thisReference,ReturnStatement,27,27
EnhancedForLoopDemo,ClassDefinition,1,1
EnhancedForLoopDemo,PublicClassSpecifier,1,1
EnhancedForLoopDemo,FormalMethodParameter,3,3
EnhancedForLoopDemo,MethodDefinition,3,3
EnhancedForLoopDemo,PublicMethodSpecifier,3,3
EnhancedForLoopDemo,StaticMethodSpecifier,3,3
EnhancedForLoopDemo,VoidDataType,3,3
EnhancedForLoopDemo,ArrayCreationStatement,5,5
EnhancedForLoopDemo,ArrayVariable,5,5
EnhancedForLoopDemo,ArrayDataType,5,5
EnhancedForLoopDemo,IntDataType,5,5
EnhancedForLoopDemo,SimpleAssignmentExpression,5,5
EnhancedForLoopDemo,IntDataType,7,7
EnhancedForLoopDemo,SimpleAssignmentExpression,7,7
EnhancedForLoopDemo,ForStatement,7,7
EnhancedForLoopDemo,LessExpression,7,7
EnhancedForLoopDemo,ArrayLength,7,7
EnhancedForLoopDemo,PostIncrementExpression,7,7
EnhancedForLoopDemo,ArrayElement,9,9
EnhancedForLoopDemo,SimpleAssignmentExpression,9,9
EnhancedForLoopDemo,MultiplyExpression,9,9
EnhancedForLoopDemo,IntDataType,12,12
EnhancedForLoopDemo,SimpleAssignmentExpression,12,12
EnhancedForLoopDemo,IntDataType,13,13
EnhancedForLoopDemo,ForEachStatement,13,13
EnhancedForLoopDemo,java.lang.System.out.println,15,15
EnhancedForLoopDemo,ActualMethodParameter,15,15
EnhancedForLoopDemo,SimpleAssignmentExpression,16,16
EnhancedForLoopDemo,AddExpression,16,16
EnhancedForLoopDemo,java.lang.System.out.println,19,19
EnhancedForLoopDemo,ActualMethodParameter,19,19
EnhancedForLoopDemo,StringLiteral,19,19
EnhancedForLoopDemo,StringDataType,19,19
EnhancedForLoopDemo,StringAddition,19,19
ArrayListTester,java.util.ArrayList,1,1
ArrayListTester,ImportStatement,1,1
ArrayListTester,ClassDefinition,2,2
ArrayListTester,PublicClassSpecifier,2,2
ArrayListTester,FormalMethodParameter,4,4
ArrayListTester,MethodDefinition,4,4
ArrayListTester,PublicMethodSpecifier,4,4
ArrayListTester,StaticMethodSpecifier,4,4
ArrayListTester,VoidDataType,4,4
ArrayListTester,java.util.ArrayList,6,6
ArrayListTester,SimpleAssignmentExpression,6,6
ArrayListTester,GenericObjectCreationStatement,6,6
ArrayListTester,java.util.ArrayList.add,7,7
ArrayListTester,ActualMethodParameter,7,7
ArrayListTester,ObjectCreationStatement,7,7
ArrayListTester,ConstructorCall,7,7
ArrayListTester,java.util.ArrayList.add,8,8
ArrayListTester,ActualMethodParameter,8,8
ArrayListTester,ObjectCreationStatement,8,8
ArrayListTester,ConstructorCall,8,8
ArrayListTester,java.util.ArrayList.add,9,9
ArrayListTester,ActualMethodParameter,9,9
ArrayListTester,ObjectCreationStatement,9,9
ArrayListTester,ConstructorCall,9,9
ArrayListTester,java.util.ArrayList.add,10,10
ArrayListTester,ActualMethodParameter,10,10
ArrayListTester,ObjectCreationStatement,10,10
ArrayListTester,ConstructorCall,10,10
ArrayListTester,java.util.ArrayList.remove,11,11
ArrayListTester,ActualMethodParameter,11,11
ArrayListTester,java.lang.System.out.println,12,12
ArrayListTester,ActualMethodParameter,12,12
ArrayListTester,StringLiteral,12,12
ArrayListTester,StringDataType,12,12
ArrayListTester,StringAddition,12,12
ArrayListTester,java.util.ArrayList.size,12,12
ArrayListTester,SimpleAssignmentExpression,13,13
ArrayListTester,java.util.ArrayList.get,13,13
ArrayListTester,ActualMethodParameter,13,13
ArrayListTester,java.lang.System.out.println,14,15
ArrayListTester,ActualMethodParameter,14,15
ArrayListTester,java.lang.System.out.println,14,14
ArrayListTester,ActualMethodParameter,14,14
ArrayListTester,StringLiteral,14,14
ArrayListTester,StringDataType,14,14
ArrayListTester,StringAddition,14,14
ArrayListTester,ObjectMethodInvocation,15,15
ArrayListTester,SimpleAssignmentExpression,16,16
ArrayListTester,java.util.ArrayList.get,16,16
ArrayListTester,ActualMethodParameter,16,16
ArrayListTester,java.util.ArrayList.size,16,16
ArrayListTester,SubtractExpression,16,16
ArrayListTester,java.lang.System.out.println,17,18
ArrayListTester,ActualMethodParameter,17,18
ArrayListTester,java.lang.System.out.println,17,17
ArrayListTester,ActualMethodParameter,17,17
ArrayListTester,StringLiteral,17,17
ArrayListTester,StringDataType,17,17
ArrayListTester,StringAddition,17,17
ArrayListTester,ObjectMethodInvocation,18,18
GradeBook,java.util.ArrayList,1,1
GradeBook,ImportStatement,1,1
GradeBook,ClassDefinition,3,3
GradeBook,PublicClassSpecifier,3,3
GradeBook,PrivateFieldSpecifier,5,5
GradeBook,InstanceField,5,5
GradeBook,java.util.ArrayList,5,5
GradeBook,SimpleVariable,5,5
GradeBook,ConstructorDefinition,7,7
GradeBook,PublicConstructorSpecifier,7,7
GradeBook,SimpleAssignmentExpression,9,9
GradeBook,GenericObjectCreationStatement,9,9
GradeBook,FormalMethodParameter,12,12
GradeBook,MethodDefinition,12,12
GradeBook,PublicMethodSpecifier,12,12
GradeBook,VoidDataType,12,12
GradeBook,DoubleDataType,12,12
GradeBook,java.util.ArrayList.add,14,14
GradeBook,ActualMethodParameter,14,14
GradeBook,MethodDefinition,17,17
GradeBook,PublicMethodSpecifier,17,17
GradeBook,DoubleDataType,17,17
GradeBook,DoubleDataType,19,19
GradeBook,SimpleAssignmentExpression,19,19
GradeBook,DoubleDataType,20,20
GradeBook,ForEachStatement,20,20
GradeBook,SimpleAssignmentExpression,22,22
GradeBook,AddExpression,22,22
GradeBook,ReturnStatement,24,24
GradeBook,MethodDefinition,27,27
GradeBook,PublicMethodSpecifier,27,27
GradeBook,DoubleDataType,27,27
GradeBook,IfStatement,29,29
GradeBook,java.util.ArrayList.size,29,29
GradeBook,EqualExpression,29,29
GradeBook,ReturnStatement,29,29
GradeBook,DoubleDataType,30,30
GradeBook,SimpleAssignmentExpression,30,30
GradeBook,java.util.ArrayList.get,30,30
GradeBook,ActualMethodParameter,30,30
GradeBook,IntDataType,31,31
GradeBook,SimpleAssignmentExpression,31,31
GradeBook,ForStatement,31,31
GradeBook,LessExpression,31,31
GradeBook,java.util.ArrayList.size,31,31
GradeBook,PostIncrementExpression,31,31
GradeBook,IfStatement,33,36
GradeBook,java.util.ArrayList.get,33,33
GradeBook,ActualMethodParameter,33,33
GradeBook,LessExpression,33,33
GradeBook,SimpleAssignmentExpression,35,35
GradeBook,java.util.ArrayList.get,35,35
GradeBook,ActualMethodParameter,35,35
GradeBook,ReturnStatement,38,38
GradeBook,MethodDefinition,41,41
GradeBook,PublicMethodSpecifier,41,41
GradeBook,DoubleDataType,41,41
GradeBook,IfElseIfStatement,43,48
GradeBook,java.util.ArrayList.size,43,43
GradeBook,EqualExpression,43,43
GradeBook,ReturnStatement,44,44
GradeBook,IfElseStatement,45,48
GradeBook,java.util.ArrayList.size,45,45
GradeBook,EqualExpression,45,45
GradeBook,ReturnStatement,46,46
GradeBook,java.util.ArrayList.get,46,46
GradeBook,ActualMethodParameter,46,46
GradeBook,ReturnStatement,48,48
GradeBook,SubtractExpression,48,48
Bank,java.util.ArrayList,1,1
Bank,ImportStatement,1,1
Bank,ClassDefinition,3,3
Bank,PublicClassSpecifier,3,3
Bank,PrivateFieldSpecifier,5,5
Bank,InstanceField,5,5
Bank,java.util.ArrayList,5,5
Bank,SimpleVariable,5,5
Bank,ConstructorDefinition,7,7
Bank,PublicConstructorSpecifier,7,7
Bank,SimpleAssignmentExpression,9,9
Bank,GenericObjectCreationStatement,9,9
Bank,FormalMethodParameter,12,12
Bank,MethodDefinition,12,12
Bank,PublicMethodSpecifier,12,12
Bank,VoidDataType,12,12
Bank,java.util.ArrayList.add,14,14
Bank,ActualMethodParameter,14,14
Bank,MethodDefinition,17,17
Bank,PublicMethodSpecifier,17,17
Bank,DoubleDataType,17,17
Bank,DoubleDataType,19,19
Bank,SimpleAssignmentExpression,19,19
Bank,ForEachStatement,20,20
Bank,SimpleAssignmentExpression,22,22
Bank,AddExpression,22,22
Bank,ObjectMethodInvocation,22,22
Bank,ReturnStatement,24,24
Bank,FormalMethodParameter,27,27
Bank,MethodDefinition,27,27
Bank,PublicMethodSpecifier,27,27
Bank,IntDataType,27,27
Bank,DoubleDataType,27,27
Bank,IntDataType,29,29
Bank,SimpleAssignmentExpression,29,29
Bank,ForEachStatement,30,30
Bank,IfStatement,32,32
Bank,ObjectMethodInvocation,32,32
Bank,GreaterEqualExpression,32,32
Bank,PostIncrementExpression,32,32
Bank,ReturnStatement,34,34
Bank,FormalMethodParameter,37,37
Bank,MethodDefinition,37,37
Bank,PublicMethodSpecifier,37,37
Bank,IntDataType,37,37
Bank,ForEachStatement,39,39
Bank,IfStatement,41,42
Bank,ObjectMethodInvocation,41,41
Bank,EqualExpression,41,41
Bank,ReturnStatement,42,42
Bank,ReturnStatement,44,44
Bank,MethodDefinition,47,47
Bank,PublicMethodSpecifier,47,47
Bank,IfStatement,49,49
Bank,java.util.ArrayList.size,49,49
Bank,EqualExpression,49,49
Bank,ReturnStatement,49,49
Bank,SimpleAssignmentExpression,50,50
Bank,java.util.ArrayList.get,50,50
Bank,ActualMethodParameter,50,50
Bank,IntDataType,51,51
Bank,SimpleAssignmentExpression,51,51
Bank,ForStatement,51,51
Bank,LessExpression,51,51
Bank,java.util.ArrayList.size,51,51
Bank,PostIncrementExpression,51,51
Bank,SimpleAssignmentExpression,53,53
Bank,java.util.ArrayList.get,53,53
Bank,ActualMethodParameter,53,53
Bank,IfStatement,54,55
Bank,ObjectMethodInvocation,54,54
Bank,GreaterExpression,54,54
Bank,SimpleAssignmentExpression,55,55
Bank,ReturnStatement,57,57
TicTacToe,ClassDefinition,1,1
TicTacToe,PublicClassSpecifier,1,1
TicTacToe,MultiDimensionalArrayDataType,3,3
TicTacToe,PrivateFieldSpecifier,3,3
TicTacToe,InstanceField,3,3
TicTacToe,SimpleVariable,3,3
TicTacToe,PrivateFieldSpecifier,4,4
TicTacToe,StaticFieldSpecifier,4,4
TicTacToe,FinalFieldSpecifier,4,4
TicTacToe,ClassField,4,4
TicTacToe,ClassConstantInitializationStatement,4,4
TicTacToe,IntDataType,4,4
TicTacToe,SimpleAssignmentExpression,4,4
TicTacToe,PrivateFieldSpecifier,5,5
TicTacToe,StaticFieldSpecifier,5,5
TicTacToe,FinalFieldSpecifier,5,5
TicTacToe,ClassField,5,5
TicTacToe,ClassConstantInitializationStatement,5,5
TicTacToe,IntDataType,5,5
TicTacToe,SimpleAssignmentExpression,5,5
TicTacToe,ConstructorDefinition,7,7
TicTacToe,PublicConstructorSpecifier,7,7
TicTacToe,SimpleAssignmentExpression,9,9
TicTacToe,IntDataType,10,10
TicTacToe,SimpleAssignmentExpression,10,10
TicTacToe,ForStatement,10,10
TicTacToe,NestedForLoops,10,12
TicTacToe,LessExpression,10,10
TicTacToe,PostIncrementExpression,10,10
TicTacToe,IntDataType,11,11
TicTacToe,SimpleAssignmentExpression,11,11
TicTacToe,ForStatement,11,11
TicTacToe,LessExpression,11,11
TicTacToe,PostIncrementExpression,11,11
TicTacToe,ArrayElement,12,12
TicTacToe,SimpleAssignmentExpression,12,12
TicTacToe,StringLiteral,12,12
TicTacToe,StringDataType,12,12
TicTacToe,FormalMethodParameter,15,15
TicTacToe,MethodDefinition,15,15
TicTacToe,PublicMethodSpecifier,15,15
TicTacToe,VoidDataType,15,15
TicTacToe,IntDataType,15,15
TicTacToe,IfStatement,17,18
TicTacToe,java.lang.String.equals,17,17
TicTacToe,ObjectMethodInvocation,17,17
TicTacToe,ActualMethodParameter,17,17
TicTacToe,ArrayElement,17,17
TicTacToe,StringLiteral,17,17
TicTacToe,StringDataType,17,17
TicTacToe,ArrayElement,18,18
TicTacToe,SimpleAssignmentExpression,18,18
TicTacToe,MethodDefinition,21,21
TicTacToe,PublicMethodSpecifier,21,21
TicTacToe,OverridingToString,21,21
TicTacToe,StringDataType,21,21
TicTacToe,StringInitializationStatement,23,23
TicTacToe,StringVariable,23,23
TicTacToe,StringDataType,23,23
TicTacToe,SimpleAssignmentExpression,23,23
TicTacToe,StringLiteral,23,23
TicTacToe,IntDataType,24,24
TicTacToe,SimpleAssignmentExpression,24,24
TicTacToe,ForStatement,24,24
TicTacToe,NestedForLoops,25,30
TicTacToe,LessExpression,24,24
TicTacToe,PostIncrementExpression,24,24
TicTacToe,SimpleAssignmentExpression,26,26
TicTacToe,StringAddition,26,26
TicTacToe,StringDataType,26,26
TicTacToe,StringLiteral,26,26
TicTacToe,IntDataType,27,27
TicTacToe,SimpleAssignmentExpression,27,27
TicTacToe,ForStatement,27,27
TicTacToe,LessExpression,27,27
TicTacToe,PostIncrementExpression,27,27
TicTacToe,SimpleAssignmentExpression,28,28
TicTacToe,AddExpression,28,28
TicTacToe,ArrayElement,28,28
TicTacToe,SimpleAssignmentExpression,29,29
TicTacToe,StringAddition,29,29
TicTacToe,StringDataType,29,29
TicTacToe,StringLiteral,29,29
TicTacToe,ReturnStatement,31,31
OverridingObjectMethods,ClassDefinition,1,1
OverridingObjectMethods,PublicClassSpecifier,1,1
OverridingObjectMethods,PublicFieldSpecifier,2,2
OverridingObjectMethods,InstanceField,2,2
OverridingObjectMethods,IntDataType,2,2
OverridingObjectMethods,SimpleVariable,2,2
OverridingObjectMethods,FormalMethodParameter,3,3
OverridingObjectMethods,ConstructorDefinition,3,3
OverridingObjectMethods,PublicConstructorSpecifier,3,3
OverridingObjectMethods,IntDataType,3,3
OverridingObjectMethods,InstanceFieldInvocation,4,4
OverridingObjectMethods,ThisReference,4,4
OverridingObjectMethods,SimpleAssignmentExpression,4,4
OverridingObjectMethods,FormalMethodParameter,6,6
OverridingObjectMethods,MethodDefinition,6,6
OverridingObjectMethods,PublicMethodSpecifier,6,6
OverridingObjectMethods,OverridingEquals,6,6
OverridingObjectMethods,BooleanDataType,6,6
OverridingObjectMethods,java.lang.Object,6,6
OverridingObjectMethods,SimpleAssignmentExpression,7,7
OverridingObjectMethods,ExplicitTypeCasting,7,7
OverridingObjectMethods,ReturnStatement,8,8
OverridingObjectMethods,InstanceFieldInvocation,8,8
OverridingObjectMethods,ThisReference,8,8
OverridingObjectMethods,EqualExpression,8,8
OverridingObjectMethods,ConstantInvocation,8,8
OverridingObjectMethods,ClassDefinition,12,12
OverridingObjectMethods,PublicClassSpecifier,12,12
OverridingObjectMethods,ExtendsSpecification,12,12
OverridingObjectMethods,FormalMethodParameter,13,13
OverridingObjectMethods,ConstructorDefinition,13,13
OverridingObjectMethods,PublicConstructorSpecifier,13,13
OverridingObjectMethods,SuperclassConstructorCall,14,14
OverridingObjectMethods,IntDataType,13,13
OverridingObjectMethods,MethodDefinition,16,16
OverridingObjectMethods,PublicMethodSpecifier,16,16
OverridingObjectMethods,SuperclassMethodCall,17,17
OverridingObjectMethods,SuperReference,17,17
OverridingObjectMethods,OverridingToString,16,16
OverridingObjectMethods,StringDataType,16,16
OverridingObjectMethods,ReturnStatement,17,17
OverridingObjectMethods,StringAddition,17,17
OverridingObjectMethods,StringDataType,17,17
OverridingObjectMethods,StringLiteral,17,17
OverridingObjectMethods,InstanceFieldInvocation,17,17
OverridingObjectMethods,ThisReference,17,17
OverridingObjectMethods,FormalMethodParameter,19,19
OverridingObjectMethods,MethodDefinition,19,19
OverridingObjectMethods,PublicMethodSpecifier,19,19
OverridingObjectMethods,SuperclassMethodCall,20,20
OverridingObjectMethods,SuperReference,20,20
OverridingObjectMethods,OverridingEquals,19,19
OverridingObjectMethods,BooleanDataType,19,19
OverridingObjectMethods,java.lang.Object,19,19
OverridingObjectMethods,ReturnStatement,20,20
OverridingObjectMethods,ClassDefinition,24,24
OverridingObjectMethods,PublicClassSpecifier,24,24
OverridingObjectMethods,FormalMethodParameter,25,25
OverridingObjectMethods,MethodDefinition,25,25
OverridingObjectMethods,PublicMethodSpecifier,25,25
OverridingObjectMethods,StaticMethodSpecifier,25,25
OverridingObjectMethods,VoidDataType,25,25
OverridingObjectMethods,SimpleAssignmentExpression,26,26
OverridingObjectMethods,ObjectCreationStatement,26,26
OverridingObjectMethods,ConstructorCall,26,26
OverridingObjectMethods,ActualMethodParameter,26,26
OverridingObjectMethods,SimpleAssignmentExpression,27,27
OverridingObjectMethods,ObjectCreationStatement,27,27
OverridingObjectMethods,ConstructorCall,27,27
OverridingObjectMethods,ActualMethodParameter,27,27
OverridingObjectMethods,java.lang.System.out.println,28,28
OverridingObjectMethods,ActualMethodParameter,28,28
OverridingObjectMethods,java.lang.String.equals,28,28
OverridingObjectMethods,ObjectMethodInvocation,28,28
OverridingObjectMethods,java.lang.System.out.println,29,29
OverridingObjectMethods,ActualMethodParameter,29,29
OverridingObjectMethods,StringLiteral,29,29
OverridingObjectMethods,StringDataType,29,29
OverridingObjectMethods,StringAddition,29,29
OverridingObjectMethods,ObjectMethodInvocation,29,29
OverridingObjectMethods,java.lang.System.out.println,30,30
OverridingObjectMethods,ActualMethodParameter,30,30
OverridingObjectMethods,StringLiteral,30,30
OverridingObjectMethods,StringDataType,30,30
OverridingObjectMethods,StringAddition,30,30
OverridingObjectMethods,ObjectMethodInvocation,30,30
Measure,ClassDefinition,1,1
Measure,InterfaceDefinition,1,1
Measure,PublicInterfaceSpecifier,1,1
Measure,AbstractMethodDefinition,2,2
Measure,DoubleDataType,2,2
Measure,ClassDefinition,5,5
Measure,PublicClassSpecifier,5,5
Measure,ImplementsSpecification,5,5
Measure,MethodImplementation,5,5
Measure,PrivateFieldSpecifier,6,6
Measure,InstanceField,6,6
Measure,DoubleDataType,6,6
Measure,SimpleVariable,6,6
Measure,FormalMethodParameter,8,8
Measure,ConstructorDefinition,8,8
Measure,PublicConstructorSpecifier,8,8
Measure,DoubleDataType,8,8
Measure,SimpleAssignmentExpression,9,9
Measure,MethodDefinition,11,11
Measure,PublicMethodSpecifier,11,11
Measure,DoubleDataType,11,11
Measure,ReturnStatement,12,12
Measure,ClassDefinition,16,16
Measure,PublicClassSpecifier,16,16
Measure,PrivateFieldSpecifier,17,17
Measure,InstanceField,17,17
Measure,DoubleDataType,17,17
Measure,SimpleVariable,17,17
Measure,PrivateFieldSpecifier,18,18
Measure,InstanceField,18,18
Measure,SimpleVariable,18,18
Measure,PrivateFieldSpecifier,19,19
Measure,InstanceField,19,19
Measure,IntDataType,19,19
Measure,SimpleVariable,19,19
Measure,ConstructorDefinition,20,20
Measure,PublicConstructorSpecifier,20,20
Measure,SimpleAssignmentExpression,21,21
Measure,SimpleAssignmentExpression,22,22
Measure,SimpleAssignmentExpression,23,23
Measure,FormalMethodParameter,25,25
Measure,MethodDefinition,25,25
Measure,PublicMethodSpecifier,25,25
Measure,VoidDataType,25,25
Measure,SimpleAssignmentExpression,26,26
Measure,AddExpression,26,26
Measure,ObjectMethodInvocation,26,26
Measure,IfStatement,27,28
Measure,EqualExpression,27,27
Measure,OrExpression,27,27
Measure,ObjectMethodInvocation,27,27
Measure,LessExpression,27,27
Measure,SimpleAssignmentExpression,28,28
Measure,PostIncrementExpression,29,29
Measure,MethodDefinition,31,31
Measure,PublicMethodSpecifier,31,31
Measure,ReturnStatement,32,32
Measure,ClassDefinition,36,36
Measure,PublicClassSpecifier,36,36
Measure,FormalMethodParameter,37,37
Measure,MethodDefinition,37,37
Measure,PublicMethodSpecifier,37,37
Measure,StaticMethodSpecifier,37,37
Measure,VoidDataType,37,37
Measure,SimpleAssignmentExpression,38,38
Measure,ObjectCreationStatement,38,38
Measure,ConstructorCall,38,38
Measure,ObjectMethodInvocation,39,39
Measure,ActualMethodParameter,39,39
Measure,ObjectCreationStatement,39,39
Measure,ConstructorCall,39,39
Measure,ObjectMethodInvocation,40,40
Measure,ActualMethodParameter,40,40
Measure,ObjectCreationStatement,40,40
Measure,ConstructorCall,40,40
Measure,ObjectMethodInvocation,41,41
Measure,ActualMethodParameter,41,41
Measure,ObjectCreationStatement,41,41
Measure,ConstructorCall,41,41
Measure,SimpleAssignmentExpression,42,42
Measure,ObjectMethodInvocation,42,42
Measure,java.lang.System.out.println,43,43
Measure,ActualMethodParameter,43,43
Measure,StringLiteral,43,43
Measure,StringDataType,43,43
Measure,StringAddition,43,43
Measure,ObjectMethodInvocation,43,43
InterfacePolymorphism,ClassDefinition,1,1
InterfacePolymorphism,InterfaceDefinition,1,1
InterfacePolymorphism,PublicInterfaceSpecifier,1,1
InterfacePolymorphism,AbstractMethodDefinition,2,2
InterfacePolymorphism,DoubleDataType,2,2
InterfacePolymorphism,ClassDefinition,6,6
InterfacePolymorphism,PublicClassSpecifier,6,6
InterfacePolymorphism,ImplementsSpecification,6,6
InterfacePolymorphism,MethodImplementation,6,6
InterfacePolymorphism,PrivateFieldSpecifier,8,8
InterfacePolymorphism,InstanceField,8,8
InterfacePolymorphism,DoubleDataType,8,8
InterfacePolymorphism,SimpleVariable,8,8
InterfacePolymorphism,FormalMethodParameter,10,10
InterfacePolymorphism,ConstructorDefinition,10,10
InterfacePolymorphism,PublicConstructorSpecifier,10,10
InterfacePolymorphism,DoubleDataType,10,10
InterfacePolymorphism,SimpleAssignmentExpression,12,12
InterfacePolymorphism,MethodDefinition,16,16
InterfacePolymorphism,PublicMethodSpecifier,16,16
InterfacePolymorphism,DoubleDataType,16,16
InterfacePolymorphism,ReturnStatement,18,18
InterfacePolymorphism,AddExpression,18,18
InterfacePolymorphism,ClassDefinition,24,24
InterfacePolymorphism,PublicClassSpecifier,24,24
InterfacePolymorphism,ImplementsSpecification,24,24
InterfacePolymorphism,MethodImplementation,24,24
InterfacePolymorphism,PrivateFieldSpecifier,26,26
InterfacePolymorphism,InstanceField,26,26
InterfacePolymorphism,DoubleDataType,26,26
InterfacePolymorphism,SimpleVariable,26,26
InterfacePolymorphism,StringVariable,27,27
InterfacePolymorphism,StringDataType,27,27
InterfacePolymorphism,PrivateFieldSpecifier,27,27
InterfacePolymorphism,InstanceField,27,27
InterfacePolymorphism,SimpleVariable,27,27
InterfacePolymorphism,FormalMethodParameter,29,29
InterfacePolymorphism,ConstructorDefinition,29,29
InterfacePolymorphism,PublicConstructorSpecifier,29,29
InterfacePolymorphism,DoubleDataType,29,29
InterfacePolymorphism,SimpleAssignmentExpression,31,31
InterfacePolymorphism,SimpleAssignmentExpression,32,32
InterfacePolymorphism,MethodDefinition,36,36
InterfacePolymorphism,PublicMethodSpecifier,36,36
InterfacePolymorphism,DoubleDataType,36,36
InterfacePolymorphism,ReturnStatement,38,38
InterfacePolymorphism,AddExpression,38,38
InterfacePolymorphism,ClassDefinition,43,43
InterfacePolymorphism,PublicClassSpecifier,43,43
InterfacePolymorphism,FormalMethodParameter,45,45
InterfacePolymorphism,MethodDefinition,45,45
InterfacePolymorphism,PublicMethodSpecifier,45,45
InterfacePolymorphism,StaticMethodSpecifier,45,45
InterfacePolymorphism,VoidDataType,45,45
InterfacePolymorphism,ObjectVariable,46,46
InterfacePolymorphism,SimpleVariable,46,46
InterfacePolymorphism,SimpleAssignmentExpression,47,47
InterfacePolymorphism,ObjectCreationStatement,47,47
InterfacePolymorphism,ConstructorCall,47,47
InterfacePolymorphism,ActualMethodParameter,47,47
InterfacePolymorphism,java.lang.System.out.println,48,48
InterfacePolymorphism,ActualMethodParameter,48,48
InterfacePolymorphism,ObjectMethodInvocation,48,48
InterfacePolymorphism,SimpleAssignmentExpression,49,49
InterfacePolymorphism,ObjectCreationStatement,49,49
InterfacePolymorphism,ConstructorCall,49,49
InterfacePolymorphism,ActualMethodParameter,49,49
InterfacePolymorphism,StringLiteral,49,49
InterfacePolymorphism,StringDataType,49,49
InterfacePolymorphism,java.lang.System.out.println,50,50
InterfacePolymorphism,ActualMethodParameter,50,50
InterfacePolymorphism,ObjectMethodInvocation,50,50
interfaceClassConversion,ClassDefinition,1,1
interfaceClassConversion,InterfaceDefinition,1,1
interfaceClassConversion,PublicInterfaceSpecifier,1,1
interfaceClassConversion,AbstractMethodDefinition,2,2
interfaceClassConversion,DoubleDataType,2,2
interfaceClassConversion,ClassDefinition,5,5
interfaceClassConversion,PublicClassSpecifier,5,5
interfaceClassConversion,ImplementsSpecification,5,5
interfaceClassConversion,MethodImplementation,5,5
interfaceClassConversion,PrivateFieldSpecifier,7,7
interfaceClassConversion,InstanceField,7,7
interfaceClassConversion,DoubleDataType,7,7
interfaceClassConversion,SimpleVariable,7,7
interfaceClassConversion,StringVariable,8,8
interfaceClassConversion,StringDataType,8,8
interfaceClassConversion,PrivateFieldSpecifier,8,8
interfaceClassConversion,InstanceField,8,8
interfaceClassConversion,SimpleVariable,8,8
interfaceClassConversion,FormalMethodParameter,10,10
interfaceClassConversion,ConstructorDefinition,10,10
interfaceClassConversion,PublicConstructorSpecifier,10,10
interfaceClassConversion,DoubleDataType,10,10
interfaceClassConversion,SimpleAssignmentExpression,11,11
interfaceClassConversion,SimpleAssignmentExpression,12,12
interfaceClassConversion,MethodDefinition,15,15
interfaceClassConversion,PublicMethodSpecifier,15,15
interfaceClassConversion,DoubleDataType,15,15
